transaccion_id,fecha_hora,sucursal_id,producto_id,monto_total,tiempo_atencion_min
TXN-003546,2026-03-04 15:53:36,SUC-01,PROD-03,16.25,3.52
TXN-003547,2026-03-04 15:53:44,SUC-02,PROD-04,20.72,1.94
TXN-003548,2026-03-04 15:56:47,SUC-02,PROD-03,10.35,4.22
TXN-003549,2026-03-04 15:57:16,SUC-01,PROD-03,30.6,1.85
TXN-003550,2026-03-04 15:58:07,SUC-01,PROD-01,16.87,3.31
TXN-003551,2026-03-04 15:58:37,SUC-03,PROD-04,27.65,2.61
TXN-003552,2026-03-04 16:00:35,SUC-02,PROD-02,29.92,4.1
TXN-003553,2026-03-04 16:00:41,SUC-02,PROD-04,9.36,3.08
TXN-003554,2026-03-04 16:00:44,SUC-03,PROD-04,14.94,3.78
TXN-003555,2026-03-04 16:00:54,SUC-01,PROD-01,38.13,3.09
TXN-003556,2026-03-04 16:01:29,SUC-02,PROD-02,17.64,1.75
TXN-003557,2026-03-04 16:01:30,SUC-02,PROD-02,12.91,3.21
TXN-003558,2026-03-04 16:01:30,SUC-03,PROD-02,15.2,2.3
TXN-003559,2026-03-04 16:02:00,SUC-02,PROD-03,17.9,3.41
TXN-003560,2026-03-04 16:02:05,SUC-02,PROD-03,18.41,1.98
TXN-003561,2026-03-04 16:02:44,SUC-02,PROD-02,11.47,2.53
TXN-003562,2026-03-04 16:03:06,SUC-01,PROD-02,12.08,2.58
TXN-003563,2026-03-04 16:04:03,SUC-02,PROD-04,12.61,1.99
TXN-003564,2026-03-04 16:04:24,SUC-03,PROD-01,47.0,2.86
TXN-003565,2026-03-04 16:04:32,SUC-03,PROD-03,22.98,3.64
TXN-003566,2026-03-04 16:04:35,SUC-03,PROD-02,20.47,3.73
TXN-003567,2026-03-04 16:04:36,SUC-02,PROD-02,21.27,3.73
TXN-003568,2026-03-04 16:04:48,SUC-02,PROD-01,20.46,4.25
TXN-003569,2026-03-04 16:05:23,SUC-01,PROD-04,21.34,4.95
TXN-003570,2026-03-04 16:05:25,SUC-03,PROD-01,11.8,3.02
TXN-003571,2026-03-04 16:06:26,SUC-01,PROD-01,8.44,4.04
TXN-003572,2026-03-04 16:06:35,SUC-03,PROD-04,26.82,1.75
TXN-003573,2026-03-04 16:07:06,SUC-01,PROD-04,21.73,6.76
TXN-003574,2026-03-04 16:07:16,SUC-03,PROD-04,28.84,2.27
TXN-003575,2026-03-04 16:07:34,SUC-02,PROD-04,20.2,2.57
TXN-003576,2026-03-04 16:07:51,SUC-03,PROD-03,13.37,1.76
TXN-003577,2026-03-04 16:08:42,SUC-01,PROD-03,18.09,3.58
TXN-003578,2026-03-04 16:08:44,SUC-01,PROD-03,6.66,3.1
TXN-003579,2026-03-04 16:09:07,SUC-02,PROD-04,13.7,3.49
TXN-003580,2026-03-04 16:09:19,SUC-02,PROD-01,16.91,3.25
TXN-003581,2026-03-04 16:10:07,SUC-01,PROD-04,15.34,2.4
TXN-003582,2026-03-04 16:10:11,SUC-02,PROD-04,18.82,3.15
TXN-003583,2026-03-04 16:10:34,SUC-02,PROD-04,18.89,2.72
TXN-003584,2026-03-04 16:11:07,SUC-01,PROD-04,10.53,1.9
TXN-003585,2026-03-04 16:11:50,SUC-02,PROD-03,12.02,3.19
TXN-003586,2026-03-04 16:12:29,SUC-03,PROD-04,11.9,2.21
TXN-003587,2026-03-04 16:14:08,SUC-02,PROD-02,9.61,1.79
TXN-003588,2026-03-04 16:14:38,SUC-03,PROD-04,12.35,3.21
TXN-003589,2026-03-04 16:14:39,SUC-02,PROD-01,17.99,2.53
TXN-003590,2026-03-04 16:14:43,SUC-03,PROD-01,11.03,4.37
TXN-003591,2026-03-04 16:15:18,SUC-03,PROD-01,11.62,2.83
TXN-003592,2026-03-04 16:15:48,SUC-03,PROD-04,15.67,1.98
TXN-003593,2026-03-04 16:16:11,SUC-03,PROD-03,10.95,2.21
TXN-003594,2026-03-04 16:16:29,SUC-01,PROD-02,12.02,3.72
TXN-003595,2026-03-04 16:16:35,SUC-02,PROD-03,9.36,2.6
TXN-003596,2026-03-04 16:18:21,SUC-03,PROD-03,15.92,3.79
TXN-003597,2026-03-04 16:18:40,SUC-02,PROD-03,11.91,2.95
TXN-003598,2026-03-04 16:18:48,SUC-02,PROD-03,24.71,2.61
TXN-003599,2026-03-04 16:18:50,SUC-02,PROD-04,23.12,1.91
TXN-003600,2026-03-04 16:19:13,SUC-02,PROD-02,26.29,2.57
TXN-003601,2026-03-04 16:20:01,SUC-02,PROD-04,15.8,2.26
TXN-003602,2026-03-04 16:21:22,SUC-01,PROD-03,19.13,2.84
TXN-003603,2026-03-04 16:21:49,SUC-03,PROD-02,19.82,2.42
TXN-003604,2026-03-04 16:22:13,SUC-02,PROD-01,6.94,3.47
TXN-003605,2026-03-04 16:22:13,SUC-03,PROD-04,23.42,3.51
TXN-003606,2026-03-04 16:22:22,SUC-03,PROD-04,9.91,5.29
TXN-003607,2026-03-04 16:22:59,SUC-02,PROD-01,27.72,2.43
TXN-003608,2026-03-04 16:23:51,SUC-01,PROD-01,6.07,3.66
TXN-003609,2026-03-04 16:24:25,SUC-02,PROD-03,20.63,2.05
TXN-003610,2026-03-04 16:24:36,SUC-03,PROD-01,15.03,4.33
TXN-003611,2026-03-04 16:24:43,SUC-02,PROD-04,15.2,3.96
TXN-003612,2026-03-04 16:25:25,SUC-01,PROD-04,14.62,2.4
TXN-003613,2026-03-04 16:25:27,SUC-02,PROD-02,19.7,2.11
TXN-003614,2026-03-04 16:25:34,SUC-02,PROD-01,29.35,1.98
TXN-003615,2026-03-04 16:26:22,SUC-03,PROD-04,27.21,3.13
TXN-003616,2026-03-04 16:26:24,SUC-02,PROD-01,22.03,2.57
TXN-003617,2026-03-04 16:26:32,SUC-03,PROD-02,30.93,3.5
TXN-003618,2026-03-04 16:26:41,SUC-01,PROD-04,28.36,2.05
TXN-003619,2026-03-04 16:26:57,SUC-02,PROD-04,14.28,3.71
TXN-003620,2026-03-04 16:27:47,SUC-01,PROD-03,21.64,1.97
TXN-003621,2026-03-04 16:28:11,SUC-01,PROD-01,15.15,2.51
TXN-003622,2026-03-04 16:28:40,SUC-02,PROD-03,13.98,2.26
TXN-003623,2026-03-04 16:29:17,SUC-01,PROD-04,9.73,3.23
TXN-003624,2026-03-04 16:29:43,SUC-03,PROD-01,12.28,5.36
TXN-003625,2026-03-04 16:29:57,SUC-03,PROD-04,17.41,1.92
TXN-003626,2026-03-04 16:30:20,SUC-03,PROD-03,22.82,2.78
TXN-003627,2026-03-04 16:30:49,SUC-03,PROD-04,17.92,3.25
TXN-003628,2026-03-04 16:30:51,SUC-01,PROD-04,25.57,4.25
TXN-003629,2026-03-04 16:30:51,SUC-01,PROD-01,13.99,4.72
TXN-003630,2026-03-04 16:32:06,SUC-02,PROD-03,32.91,2.18
TXN-003631,2026-03-04 16:32:09,SUC-02,PROD-04,26.11,2.51
TXN-003632,2026-03-04 16:32:16,SUC-03,PROD-03,28.17,3.62
TXN-003633,2026-03-04 16:33:34,SUC-03,PROD-02,14.46,3.16
TXN-003634,2026-03-04 16:35:05,SUC-02,PROD-02,17.6,2.14
TXN-003635,2026-03-04 16:36:00,SUC-03,PROD-01,20.15,2.52
TXN-003636,2026-03-04 16:36:16,SUC-03,PROD-02,24.09,3.35
TXN-003637,2026-03-04 16:36:38,SUC-02,PROD-04,10.2,3.7
TXN-003638,2026-03-04 16:36:43,SUC-01,PROD-01,17.56,2.4
TXN-003639,2026-03-04 16:37:55,SUC-03,PROD-03,7.77,4.19
TXN-003640,2026-03-04 16:38:05,SUC-02,PROD-03,13.49,1.42
TXN-003641,2026-03-04 16:39:01,SUC-01,PROD-04,15.18,3.76
TXN-003642,2026-03-04 16:39:17,SUC-01,PROD-03,33.75,3.16
TXN-003643,2026-03-04 16:39:24,SUC-01,PROD-03,5.98,2.96
TXN-003644,2026-03-04 16:40:50,SUC-03,PROD-02,25.86,3.15
TXN-003645,2026-03-04 16:41:10,SUC-01,PROD-03,16.17,2.72
TXN-003646,2026-03-04 16:41:23,SUC-02,PROD-02,15.71,2.99
TXN-003647,2026-03-04 16:41:54,SUC-02,PROD-02,14.52,2.17
TXN-003648,2026-03-04 16:43:09,SUC-02,PROD-01,18.93,4.72
TXN-003649,2026-03-04 16:43:19,SUC-02,PROD-02,32.19,1.49
TXN-003650,2026-03-04 16:43:20,SUC-01,PROD-02,11.88,2.11
TXN-003651,2026-03-04 16:43:47,SUC-03,PROD-01,20.41,2.75
TXN-003652,2026-03-04 16:43:56,SUC-02,PROD-04,39.97,2.85
TXN-003653,2026-03-04 16:44:14,SUC-03,PROD-04,13.93,2.82
TXN-003654,2026-03-04 16:44:28,SUC-03,PROD-02,27.1,3.16
TXN-003655,2026-03-04 16:44:54,SUC-01,PROD-04,16.78,3.2
TXN-003656,2026-03-04 16:45:21,SUC-02,PROD-04,11.97,5.16
TXN-003657,2026-03-04 16:46:03,SUC-01,PROD-03,9.23,3.1
TXN-003658,2026-03-04 16:46:39,SUC-02,PROD-02,16.79,3.14
TXN-003659,2026-03-04 16:46:57,SUC-01,PROD-04,15.95,3.6
TXN-003660,2026-03-04 16:47:25,SUC-02,PROD-02,14.93,3.33
TXN-003661,2026-03-04 16:47:37,SUC-02,PROD-04,24.46,3.44
TXN-003662,2026-03-04 16:47:47,SUC-02,PROD-04,14.28,2.78
TXN-003663,2026-03-04 16:49:22,SUC-01,PROD-01,18.2,2.45
TXN-003664,2026-03-04 16:50:51,SUC-02,PROD-01,12.44,2.99
TXN-003665,2026-03-04 16:51:20,SUC-03,PROD-03,34.54,3.37
TXN-003666,2026-03-04 16:52:11,SUC-01,PROD-01,17.95,2.79
TXN-003667,2026-03-04 16:52:14,SUC-02,PROD-02,21.5,2.69
TXN-003668,2026-03-04 16:52:17,SUC-03,PROD-01,12.5,3.52
TXN-003669,2026-03-04 16:52:21,SUC-03,PROD-01,12.62,3.39
TXN-003670,2026-03-04 16:52:21,SUC-01,PROD-04,16.0,4.05
TXN-003671,2026-03-04 16:52:42,SUC-02,PROD-02,25.08,1.95
TXN-003672,2026-03-04 16:52:50,SUC-03,PROD-01,43.87,4.1
TXN-003673,2026-03-04 16:53:16,SUC-03,PROD-02,22.61,1.45
TXN-003674,2026-03-04 16:53:16,SUC-02,PROD-03,8.65,2.04
TXN-003675,2026-03-04 16:53:24,SUC-01,PROD-02,16.61,2.93
TXN-003676,2026-03-04 16:54:04,SUC-02,PROD-01,13.97,4.47
TXN-003677,2026-03-04 16:54:10,SUC-01,PROD-01,23.08,3.82
TXN-003678,2026-03-04 16:54:18,SUC-01,PROD-02,13.81,2.58
TXN-003679,2026-03-04 16:54:34,SUC-02,PROD-02,15.98,3.89
TXN-003680,2026-03-04 16:54:48,SUC-01,PROD-03,12.58,2.87
TXN-003681,2026-03-04 16:55:02,SUC-01,PROD-02,18.16,3.04
TXN-003682,2026-03-04 16:55:35,SUC-02,PROD-02,10.25,4.95
TXN-003683,2026-03-04 16:55:43,SUC-01,PROD-02,17.25,3.21
TXN-003684,2026-03-04 16:55:46,SUC-02,PROD-04,21.92,2.72
TXN-003685,2026-03-04 16:56:02,SUC-01,PROD-04,11.46,2.24
TXN-003686,2026-03-04 16:56:34,SUC-03,PROD-02,15.75,4.58
TXN-003687,2026-03-04 16:56:46,SUC-01,PROD-04,36.77,6.85
TXN-003688,2026-03-04 16:56:51,SUC-01,PROD-03,15.59,2.38
TXN-003689,2026-03-04 16:56:53,SUC-01,PROD-03,11.75,2.45
TXN-003690,2026-03-04 16:57:28,SUC-01,PROD-04,11.16,3.24
TXN-003691,2026-03-04 16:57:36,SUC-03,PROD-03,13.23,3.85
TXN-003692,2026-03-04 16:57:46,SUC-02,PROD-01,23.04,2.29
TXN-003693,2026-03-04 16:58:16,SUC-02,PROD-03,25.8,3.12
TXN-003694,2026-03-04 16:58:37,SUC-01,PROD-04,15.07,2.33
TXN-003695,2026-03-04 16:58:50,SUC-02,PROD-01,9.11,3.16
TXN-003696,2026-03-04 16:59:11,SUC-03,PROD-03,13.31,3.38
TXN-003697,2026-03-04 16:59:25,SUC-03,PROD-02,29.39,2.07
TXN-003698,2026-03-04 16:59:28,SUC-02,PROD-02,13.71,3.61
TXN-003699,2026-03-04 17:00:00,SUC-03,PROD-04,23.08,2.63
TXN-003700,2026-03-04 17:00:20,SUC-02,PROD-04,25.66,2.55
TXN-003701,2026-03-04 17:00:41,SUC-01,PROD-02,29.45,2.04
TXN-003702,2026-03-04 17:01:06,SUC-01,PROD-01,9.79,2.38
TXN-003703,2026-03-04 17:01:52,SUC-02,PROD-03,7.81,2.86
TXN-003704,2026-03-04 17:01:54,SUC-02,PROD-02,13.88,3.46
TXN-003705,2026-03-04 17:02:04,SUC-01,PROD-02,7.0,1.86
TXN-003706,2026-03-04 17:02:35,SUC-01,PROD-04,17.78,2.17
TXN-003707,2026-03-04 17:03:32,SUC-01,PROD-03,12.28,4.17
TXN-003708,2026-03-04 17:04:16,SUC-02,PROD-04,19.32,2.09
TXN-003709,2026-03-04 17:04:46,SUC-02,PROD-03,11.06,2.34
TXN-003710,2026-03-04 17:04:57,SUC-02,PROD-02,31.95,4.32
TXN-003711,2026-03-04 17:04:57,SUC-02,PROD-04,11.66,2.94
TXN-003712,2026-03-04 17:05:43,SUC-03,PROD-04,11.15,3.45
TXN-003713,2026-03-04 17:06:12,SUC-02,PROD-03,19.7,1.65
TXN-003714,2026-03-04 17:06:27,SUC-01,PROD-03,11.3,3.17
TXN-003715,2026-03-04 17:07:31,SUC-01,PROD-04,22.49,3.96
TXN-003716,2026-03-04 17:07:44,SUC-03,PROD-02,16.51,3.41
TXN-003717,2026-03-04 17:07:56,SUC-01,PROD-03,27.34,2.72
TXN-003718,2026-03-04 17:07:58,SUC-03,PROD-01,16.35,2.52
TXN-003719,2026-03-04 17:08:03,SUC-03,PROD-04,22.87,2.65
TXN-003720,2026-03-04 17:08:30,SUC-01,PROD-02,19.44,1.98
TXN-003721,2026-03-04 17:08:43,SUC-02,PROD-04,10.31,6.18
TXN-003722,2026-03-04 17:08:57,SUC-02,PROD-04,15.87,4.34
TXN-003723,2026-03-04 17:09:36,SUC-02,PROD-03,24.57,2.17
TXN-003724,2026-03-04 17:10:04,SUC-01,PROD-01,7.63,3.89
TXN-003725,2026-03-04 17:11:29,SUC-03,PROD-03,19.05,3.18
TXN-003726,2026-03-04 17:11:41,SUC-02,PROD-03,14.19,5.85
TXN-003727,2026-03-04 17:11:42,SUC-02,PROD-02,18.16,2.92
TXN-003728,2026-03-04 17:12:07,SUC-02,PROD-01,45.14,3.36
TXN-003729,2026-03-04 17:12:20,SUC-02,PROD-03,13.01,3.91
TXN-003730,2026-03-04 17:12:31,SUC-03,PROD-01,41.81,3.39
TXN-003731,2026-03-04 17:14:12,SUC-03,PROD-04,20.32,3.88
TXN-003732,2026-03-04 17:14:35,SUC-01,PROD-02,24.76,3.29
TXN-003733,2026-03-04 17:14:45,SUC-02,PROD-03,21.34,2.5
TXN-003734,2026-03-04 17:15:05,SUC-01,PROD-04,11.54,2.69
TXN-003735,2026-03-04 17:15:06,SUC-02,PROD-01,13.95,1.49
TXN-003736,2026-03-04 17:15:30,SUC-01,PROD-01,16.15,2.17
TXN-003737,2026-03-04 17:15:47,SUC-03,PROD-02,19.45,4.71
TXN-003738,2026-03-04 17:15:50,SUC-02,PROD-03,22.72,3.65
TXN-003739,2026-03-04 17:15:55,SUC-03,PROD-04,19.43,2.95
TXN-003740,2026-03-04 17:16:13,SUC-03,PROD-01,16.07,3.16
TXN-003741,2026-03-04 17:16:41,SUC-01,PROD-03,12.98,2.81
TXN-003742,2026-03-04 17:16:46,SUC-02,PROD-03,9.39,2.95
TXN-003743,2026-03-04 17:17:11,SUC-03,PROD-01,23.62,2.79
TXN-003744,2026-03-04 17:18:39,SUC-02,PROD-04,14.67,2.37
TXN-003745,2026-03-04 17:18:42,SUC-02,PROD-01,17.4,2.9
TXN-003746,2026-03-04 17:19:31,SUC-02,PROD-03,12.04,3.64
TXN-003747,2026-03-04 17:20:00,SUC-01,PROD-02,26.63,4.25
TXN-003748,2026-03-04 17:20:15,SUC-01,PROD-01,9.89,4.01
TXN-003749,2026-03-04 17:20:31,SUC-03,PROD-03,20.83,4.49
TXN-003750,2026-03-04 17:20:44,SUC-03,PROD-01,30.98,2.14
TXN-003751,2026-03-04 17:21:17,SUC-01,PROD-03,23.52,3.32
TXN-003752,2026-03-04 17:21:33,SUC-01,PROD-03,26.8,5.06
TXN-003753,2026-03-04 17:21:39,SUC-02,PROD-03,9.07,2.44
TXN-003754,2026-03-04 17:22:08,SUC-02,PROD-02,16.79,3.12
TXN-003755,2026-03-04 17:22:09,SUC-03,PROD-04,13.14,2.85
TXN-003756,2026-03-04 17:22:42,SUC-01,PROD-04,16.04,3.44
TXN-003757,2026-03-04 17:22:49,SUC-02,PROD-04,10.91,2.82
TXN-003758,2026-03-04 17:23:39,SUC-03,PROD-04,15.79,2.7
TXN-003759,2026-03-04 17:24:09,SUC-01,PROD-03,23.74,1.99
TXN-003760,2026-03-04 17:24:37,SUC-03,PROD-04,19.88,3.55
TXN-003761,2026-03-04 17:25:14,SUC-03,PROD-04,16.55,2.23
TXN-003762,2026-03-04 17:25:26,SUC-01,PROD-04,21.26,2.68
TXN-003763,2026-03-04 17:25:49,SUC-02,PROD-03,13.16,3.14
TXN-003764,2026-03-04 17:25:52,SUC-01,PROD-04,4.26,2.63
TXN-003765,2026-03-04 17:25:55,SUC-03,PROD-03,29.34,6.12
TXN-003766,2026-03-04 17:26:28,SUC-01,PROD-01,11.97,1.77
TXN-003767,2026-03-04 17:27:10,SUC-02,PROD-01,28.63,2.55
TXN-003768,2026-03-04 17:27:17,SUC-02,PROD-02,15.42,2.1
TXN-003769,2026-03-04 17:27:30,SUC-03,PROD-01,13.53,2.55
TXN-003770,2026-03-04 17:28:05,SUC-01,PROD-04,7.65,5.12
TXN-003771,2026-03-04 17:28:20,SUC-01,PROD-02,4.62,2.73
TXN-003772,2026-03-04 17:29:28,SUC-02,PROD-03,16.92,2.82
TXN-003773,2026-03-04 17:29:28,SUC-01,PROD-01,14.2,3.78
TXN-003774,2026-03-04 17:29:41,SUC-02,PROD-04,15.93,3.27
TXN-003775,2026-03-04 17:30:54,SUC-01,PROD-03,10.08,1.43
TXN-003776,2026-03-04 17:31:11,SUC-03,PROD-03,17.84,3.79
TXN-003777,2026-03-04 17:31:21,SUC-02,PROD-03,9.48,2.85
TXN-003778,2026-03-04 17:31:28,SUC-02,PROD-02,17.25,4.29
TXN-003779,2026-03-04 17:31:55,SUC-01,PROD-03,10.94,2.68
TXN-003780,2026-03-04 17:32:17,SUC-03,PROD-01,15.29,4.97
TXN-003781,2026-03-04 17:32:22,SUC-03,PROD-04,19.01,3.11
TXN-003782,2026-03-04 17:32:40,SUC-02,PROD-04,17.87,2.96
TXN-003783,2026-03-04 17:32:54,SUC-01,PROD-02,31.63,2.97
TXN-003784,2026-03-04 17:33:29,SUC-03,PROD-03,12.81,2.76
TXN-003785,2026-03-04 17:33:44,SUC-01,PROD-01,9.72,3.25
TXN-003786,2026-03-04 17:33:51,SUC-03,PROD-01,13.68,3.8
TXN-003787,2026-03-04 17:34:02,SUC-03,PROD-02,16.11,2.38
TXN-003788,2026-03-04 17:34:02,SUC-03,PROD-04,15.33,2.07
TXN-003789,2026-03-04 17:34:12,SUC-02,PROD-04,15.35,2.27
TXN-003790,2026-03-04 17:35:04,SUC-02,PROD-03,20.47,4.47
TXN-003791,2026-03-04 17:35:06,SUC-02,PROD-01,16.76,2.51
TXN-003792,2026-03-04 17:35:57,SUC-01,PROD-01,11.2,2.11
TXN-003793,2026-03-04 17:36:14,SUC-01,PROD-02,12.95,3.61
TXN-003794,2026-03-04 17:36:23,SUC-02,PROD-01,23.18,3.88
TXN-003795,2026-03-04 17:36:46,SUC-01,PROD-01,14.53,3.61
TXN-003796,2026-03-04 17:37:37,SUC-02,PROD-03,23.8,3.56
TXN-003797,2026-03-04 17:38:05,SUC-02,PROD-02,11.46,3.96
TXN-003798,2026-03-04 17:39:00,SUC-03,PROD-01,15.31,2.92
TXN-003799,2026-03-04 17:39:03,SUC-01,PROD-03,9.78,2.89
TXN-003800,2026-03-04 17:41:24,SUC-01,PROD-02,10.92,4.82
TXN-003801,2026-03-04 17:42:19,SUC-02,PROD-01,18.18,2.46
TXN-003802,2026-03-04 17:42:31,SUC-03,PROD-01,16.57,4.0
TXN-003803,2026-03-04 17:42:41,SUC-02,PROD-01,14.61,3.87
TXN-003804,2026-03-04 17:42:46,SUC-01,PROD-04,15.7,3.48
TXN-003805,2026-03-04 17:42:55,SUC-01,PROD-03,18.51,4.06
TXN-003806,2026-03-04 17:43:13,SUC-03,PROD-02,17.74,2.03
TXN-003807,2026-03-04 17:43:33,SUC-01,PROD-04,9.54,6.24
TXN-003808,2026-03-04 17:43:41,SUC-01,PROD-03,11.45,4.07
TXN-003809,2026-03-04 17:43:49,SUC-03,PROD-03,18.51,5.61
TXN-003810,2026-03-04 17:44:37,SUC-02,PROD-02,19.71,2.77
TXN-003811,2026-03-04 17:44:39,SUC-01,PROD-02,12.92,2.55
TXN-003812,2026-03-04 17:45:55,SUC-01,PROD-03,23.47,5.05
TXN-003813,2026-03-04 17:46:21,SUC-02,PROD-04,9.76,2.62
TXN-003814,2026-03-04 17:46:37,SUC-02,PROD-02,9.45,3.0
TXN-003815,2026-03-04 17:47:12,SUC-03,PROD-03,31.07,2.19
TXN-003816,2026-03-04 17:47:41,SUC-02,PROD-03,11.15,3.22
TXN-003817,2026-03-04 17:47:41,SUC-01,PROD-02,18.37,3.39
TXN-003818,2026-03-04 17:47:43,SUC-03,PROD-01,11.15,2.44
TXN-003819,2026-03-04 17:48:31,SUC-01,PROD-01,16.83,1.89
TXN-003820,2026-03-04 17:48:36,SUC-03,PROD-04,9.97,3.74
TXN-003821,2026-03-04 17:48:54,SUC-03,PROD-01,13.39,2.36
TXN-003822,2026-03-04 17:48:58,SUC-03,PROD-02,9.06,2.76
TXN-003823,2026-03-04 17:49:06,SUC-03,PROD-02,17.33,3.35
TXN-003824,2026-03-04 17:49:47,SUC-01,PROD-03,16.55,3.52
TXN-003825,2026-03-04 17:51:20,SUC-02,PROD-02,24.67,3.84
TXN-003826,2026-03-04 17:51:36,SUC-01,PROD-03,18.41,3.06
TXN-003827,2026-03-04 17:51:36,SUC-02,PROD-01,23.73,1.67
TXN-003828,2026-03-04 17:53:15,SUC-03,PROD-01,20.69,2.84
TXN-003829,2026-03-04 17:53:17,SUC-02,PROD-03,16.65,3.37
TXN-003830,2026-03-04 17:53:23,SUC-02,PROD-02,15.59,3.98
TXN-003831,2026-03-04 17:53:39,SUC-03,PROD-02,26.23,1.75
TXN-003832,2026-03-04 17:53:52,SUC-01,PROD-04,19.01,4.26
TXN-003833,2026-03-04 17:54:03,SUC-02,PROD-03,9.39,3.01
TXN-003834,2026-03-04 17:54:30,SUC-03,PROD-03,38.2,2.3
TXN-003835,2026-03-04 17:54:31,SUC-01,PROD-01,23.64,1.94
TXN-003836,2026-03-04 17:54:48,SUC-02,PROD-04,13.05,2.46
TXN-003837,2026-03-04 17:54:52,SUC-02,PROD-02,26.25,2.79
TXN-003838,2026-03-04 17:55:17,SUC-03,PROD-02,16.03,4.27
TXN-003839,2026-03-04 17:56:30,SUC-02,PROD-03,16.46,3.35
TXN-003840,2026-03-04 17:56:40,SUC-02,PROD-04,20.14,3.67
TXN-003841,2026-03-04 17:57:36,SUC-03,PROD-01,17.94,3.06
TXN-003842,2026-03-04 17:57:56,SUC-03,PROD-04,17.16,3.38
TXN-003843,2026-03-04 17:58:31,SUC-01,PROD-03,15.58,2.07
TXN-003844,2026-03-04 17:59:10,SUC-01,PROD-01,23.75,4.19
TXN-003845,2026-03-04 17:59:35,SUC-02,PROD-03,9.29,2.29
TXN-003846,2026-03-04 17:59:58,SUC-03,PROD-02,19.88,1.84
TXN-003847,2026-03-04 18:00:42,SUC-02,PROD-04,17.56,2.03
TXN-003848,2026-03-04 18:05:25,SUC-02,PROD-04,43.57,2.5
TXN-003849,2026-03-04 18:06:20,SUC-03,PROD-03,58.83,4.5
TXN-003850,2026-03-04 18:08:29,SUC-02,PROD-04,33.58,2.86
TXN-003851,2026-03-04 18:09:23,SUC-02,PROD-01,15.94,6.12
TXN-003852,2026-03-04 18:11:35,SUC-03,PROD-03,13.52,7.23
TXN-003853,2026-03-04 18:11:36,SUC-03,PROD-04,11.2,3.34
TXN-003854,2026-03-04 18:13:26,SUC-03,PROD-03,28.64,2.41
TXN-003855,2026-03-04 18:13:41,SUC-01,PROD-01,27.63,2.93
TXN-003856,2026-03-04 18:16:15,SUC-03,PROD-03,22.2,2.96
TXN-003857,2026-03-04 18:17:28,SUC-03,PROD-03,16.72,3.07
TXN-003858,2026-03-04 18:17:30,SUC-03,PROD-01,17.04,2.62
TXN-003859,2026-03-04 18:19:56,SUC-01,PROD-03,9.72,3.04
TXN-003860,2026-03-04 18:21:23,SUC-01,PROD-01,15.6,2.36
TXN-003861,2026-03-04 18:21:35,SUC-01,PROD-02,13.18,2.53
TXN-003862,2026-03-04 18:23:11,SUC-03,PROD-04,13.99,4.02
TXN-003863,2026-03-04 18:23:23,SUC-03,PROD-03,12.62,3.82
TXN-003864,2026-03-04 18:23:32,SUC-02,PROD-03,12.06,4.32
TXN-003865,2026-03-04 18:23:39,SUC-03,PROD-02,21.38,2.24
TXN-003866,2026-03-04 18:25:14,SUC-02,PROD-01,21.84,2.94
TXN-003867,2026-03-04 18:31:27,SUC-03,PROD-02,19.15,3.35
TXN-003868,2026-03-04 18:32:32,SUC-02,PROD-01,10.03,2.69
TXN-003869,2026-03-04 18:32:35,SUC-01,PROD-01,15.08,4.23
TXN-003870,2026-03-04 18:34:30,SUC-02,PROD-04,18.76,5.42
TXN-003871,2026-03-04 18:34:57,SUC-02,PROD-01,22.82,1.91
TXN-003872,2026-03-04 18:35:00,SUC-01,PROD-02,16.22,3.27
TXN-003873,2026-03-04 18:35:16,SUC-02,PROD-02,22.11,3.67
TXN-003874,2026-03-04 18:37:13,SUC-02,PROD-03,6.61,3.48
TXN-003875,2026-03-04 18:37:46,SUC-02,PROD-04,12.47,4.42
TXN-003876,2026-03-04 18:38:30,SUC-01,PROD-02,25.48,4.35
TXN-003877,2026-03-04 18:39:21,SUC-03,PROD-03,31.62,5.8
TXN-003878,2026-03-04 18:39:40,SUC-01,PROD-04,26.91,2.43
TXN-003879,2026-03-04 18:41:49,SUC-02,PROD-03,33.23,4.64
TXN-003880,2026-03-04 18:42:29,SUC-01,PROD-01,23.68,2.48
TXN-003881,2026-03-04 18:44:48,SUC-03,PROD-03,29.22,3.75
TXN-003882,2026-03-04 18:45:42,SUC-01,PROD-01,7.03,3.55
TXN-003883,2026-03-04 18:49:39,SUC-01,PROD-01,11.66,3.85
TXN-003884,2026-03-04 18:50:38,SUC-01,PROD-03,18.56,2.52
TXN-003885,2026-03-04 18:52:03,SUC-01,PROD-01,20.38,3.78
TXN-003886,2026-03-04 18:52:05,SUC-01,PROD-04,18.23,4.03
TXN-003887,2026-03-04 18:52:14,SUC-01,PROD-02,13.8,4.1
TXN-003888,2026-03-04 18:54:18,SUC-02,PROD-01,11.07,3.78
TXN-003889,2026-03-04 18:54:25,SUC-03,PROD-02,8.37,2.5
TXN-003890,2026-03-04 18:54:29,SUC-01,PROD-03,28.16,2.53
TXN-003891,2026-03-04 18:55:16,SUC-03,PROD-02,16.81,3.89
TXN-003892,2026-03-04 18:57:49,SUC-02,PROD-03,17.15,2.56
TXN-003893,2026-03-04 18:58:02,SUC-02,PROD-01,22.61,3.16
